Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Respiratory chain	14	1.9417475728155338	2.6899599054672453E-5	P34943, Q9I426, O75489, P31800, Q5RC24, Q9CQ54, Q9CZ13, Q91YT0, O95299, P00125, Q60HE3, P28331, P23004, O95167	719	358	79990	4.350626646257605	0.011952279700457091	5.226582579687111E-4	0.03811914844464859
INTERPRO	IPR003597:Immunoglobulin C1-set	8	1.1095700416088765	3.171603043927037E-5	O42197, P01836, B9A064, P01882, P15814, O19477, P18468, Q95460	703	96	76330	9.048127074442865	0.04403834582667632	0.002810884385379464	0.05233507605048038
INTERPRO	IPR003006:Immunoglobulin/major histocompatibility complex, conserved site	8	1.1095700416088765	3.3913483785976807E-5	O42197, P01836, B9A064, P01882, P15814, O19477, P18468, Q95460	703	97	76330	8.954847413881598	0.04701676145958389	0.0028288127348825576	0.05596017200447667
GOTERM_BP_DIRECT	GO:0045745~positive regulation of G-protein coupled receptor protein signaling pathway	5	0.6934812760055479	3.5579897876705385E-5	P12387, P01027, Q2UVX4, P01024, P01025	647	20	67534	26.095054095826896	0.07877290998294018	0.0043090421716613925	0.062171731600346725
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	7	0.9708737864077669	3.830054352448051E-5	O95299, Q15070, O75489, Q60HE3, P28331, Q9JM53, O95167	647	65	67534	11.240946379740816	0.08453463263235517	0.00440640044336682	0.0669242431834638
UP_KEYWORDS	Hemolytic uremic syndrome	4	0.5547850208044383	3.899956191700991E-5	P00751, P08603, Q9BXR6, P01024	719	8	79990	55.62586926286509	0.01728206606041538	7.261172542494254E-4	0.05526147861547592
KEGG_PATHWAY	dre01130:Biosynthesis of antibiotics	6	0.8321775312066574	3.9477960760618986E-5	Q7ZVB2, Q802W2, Q7ZVF3, Q7ZW77, Q5U403, A5PL98	377	31	29944	15.372978523145376	0.0356687671355832	0.0024184335881248797	0.061693166265286425
INTERPRO	IPR015590:Aldehyde dehydrogenase domain	9	1.248266296809986	4.3438283794299624E-5	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q2KJC9, Q7SY23, Q8BWF0	703	137	76330	7.132830102480506	0.059819783783513936	0.003421007347383598	0.07167162099603885
INTERPRO	IPR016162:Aldehyde dehydrogenase, N-terminal	9	1.248266296809986	4.574348771356864E-5	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q2KJC9, Q7SY23, Q8BWF0	703	138	76330	7.0811429278248506	0.06289246512116531	0.0034129645638073525	0.0754737766388125
INTERPRO	IPR016163:Aldehyde dehydrogenase, C-terminal	9	1.248266296809986	4.574348771356864E-5	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q2KJC9, Q7SY23, Q8BWF0	703	138	76330	7.0811429278248506	0.06289246512116531	0.0034129645638073525	0.0754737766388125
GOTERM_CC_DIRECT	GO:0009986~cell surface	30	4.160887656033287	4.7544158641356275E-5	P33005, Q29RY7, P14650, Q2TBI0, P26644, P19397, Q9EP73, Q9Z2P8, P19637, Q1WLP9, Q91ZX1, P08174, P21447, Q9CQW9, P02679, Q8NRS1, Q9UHC6, P02786, O08565, Q9R182, P26824, Q76B49, P05107, P04233, P08169, P35846, Q62469, Q02445, P25116, Q9Y5S1	672	1294	68124	2.350270479134467	0.020842296373640545	0.0021040396970215536	0.06727860106153782
SMART	SM00407:IGc1	8	1.1095700416088765	5.420094140856453E-5	O42197, P01836, B9A064, P01882, P15814, O19477, P18468, Q95460	355	92	33701	8.25499081445193	0.014421249076561282	0.00207302630237427	0.07115853502495106
GOTERM_BP_DIRECT	GO:0043434~response to peptide hormone	9	1.248266296809986	5.992614445341259E-5	P51145, Q07014, O88583, P19637, P29279, P78543, P08174, P46527, O15524	647	138	67534	6.807405416302667	0.12907013683136115	0.006559053449250896	0.10469296318679211
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	8	1.1095700416088765	6.358161303444566E-5	P23950, P17431, P35382, Q99969, P27925, Q3SZZ2, P97468, Q05826	647	103	67534	8.107201272489908	0.13638124297092813	0.006642560959127741	0.1110758429837766
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	14	1.9417475728155338	6.56055639167503E-5	Q62928, O88583, P04114, Q8MJS1, P35558, P26824, O15524, Q05826, P05153, P11884, A9QWP9, P97583, Q02445, P25116	647	367	67534	3.981806619526719	0.14040281863335646	0.006556299723563197	0.1146097348369457
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	11	1.5256588072122053	6.889630257460281E-5	P23950, P05153, O70460, P04114, Q16627, Q7ZXW9, P17431, P35558, P78556, Q3SZY7, O89093	647	224	67534	5.125814197394568	0.14690157129488723	0.006598150433206995	0.12035523260147674
GOTERM_BP_DIRECT	GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase	7	0.9708737864077669	7.988113671130633E-5	Q60759, Q2KHZ9, P15650, Q9DBS4, P13804, Q68FU3, Q15067	647	74	67534	9.87380425247504	0.1682415950014795	0.00734144929434799	0.13953205669006152
KEGG_PATHWAY	bta00280:Valine, leucine and isoleucine degradation	5	0.6934812760055479	8.168368042086395E-5	O46629, P11181, Q2KJC9, Q29448, Q2TBR0	377	19	29944	20.901856763925732	0.07239757133263502	0.004685989790814138	0.12760966335563229
KEGG_PATHWAY	mmu00190:Oxidative phosphorylation	7	0.9708737864077669	9.682858541937394E-5	Q03265, Q9CQ54, P56382, P19536, P56384, Q9CZ13, Q91YT0	377	59	29944	9.423548981702108	0.08523365934357596	0.005226682040294861	0.15125291079677305
GOTERM_BP_DIRECT	GO:0019346~transsulfuration	5	0.6934812760055479	1.0489949065930609E-4	P35520, P18757, Q91WT9, P32929, P11586	647	26	67534	20.073118535251457	0.21487388169885635	0.00926111516748418	0.18319500645691544
KEGG_PATHWAY	dre00330:Arginine and proline metabolism	4	0.5547850208044383	1.0496228393735921E-4	Q7ZVB2, Q802W2, Q6NY77, Q7SY23	377	8	29944	39.71352785145888	0.09205399629492561	0.0053506545043254805	0.16394855303122347
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	4	0.5547850208044383	1.0842143033731386E-4	P14527, P02141, P02142, P02019	672	10	68124	40.55	0.0468979494673204	0.004357143405949282	0.15336315574693282
UP_SEQ_FEATURE	region of interest:Substrate binding	22	3.0513176144244105	1.1772673056514144E-4	P35790, Q5ZIZ4, Q8NRS1, P41562, Q6NY77, Q2KHZ9, A7MBU6, P49914, P05089, Q95JC8, Q9Z2V4, P35558, A1JTC4, P30759, P11586, Q7PCJ8, Q60759, Q9XSG3, P05153, O88844, Q96KP4, Q8AXL1	635	876	67159	2.6561284291518352	0.17558662310378115	0.008359782949129424	0.197534352313411
INTERPRO	IPR016161:Aldehyde/histidinol dehydrogenase	9	1.248266296809986	1.2342220854703314E-4	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q2KJC9, Q7SY23, Q8BWF0	703	159	76330	6.145897635470625	0.16076989784806073	0.008725229930328315	0.20351603197867885
GOTERM_MF_DIRECT	GO:0004776~succinate-CoA ligase (GDP-forming) activity	4	0.5547850208044383	1.307707715377107E-4	P53597, Q96I99, Q9WUM5, Q9YGD2	625	11	66065	38.43781818181818	0.11451943511850204	0.017224892863094476	0.2045065020944481
GOTERM_MF_DIRECT	GO:0048037~cofactor binding	6	0.8321775312066574	1.3327401507773668E-4	Q6B855, P53597, P01027, Q9WUM5, P01024, Q9YGD2	625	52	66065	12.196615384615383	0.11657872239165956	0.015374720169523126	0.2084173899271402
INTERPRO	IPR002181:Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	7	0.9708737864077669	1.3993243034557374E-4	P02679, Q29RY7, Q9UHC6, Q9R182, P12799, Q86XS5, P17634	703	85	76330	8.941678520625889	0.18021892408275997	0.009418128737269216	0.23071090115812654
UP_SEQ_FEATURE	domain:Fibrinogen C-terminal	7	0.9708737864077669	1.4095761876639794E-4	P02679, Q29RY7, Q9UHC6, Q9R182, P12799, Q86XS5, P17634	635	83	67159	8.919704012902002	0.20640878186386025	0.00958653623286343	0.23647021580573968
KEGG_PATHWAY	mmu05010:Alzheimer's disease	8	1.1095700416088765	1.422478756941552E-4	Q03265, Q9Z329, Q9CQ54, P56382, P19536, P56384, Q9CZ13, Q91YT0	377	90	29944	7.060182729148246	0.12267463208645613	0.006864611975264889	0.22212716090277418
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	8	1.1095700416088765	1.6087400045844907E-4	P34943, O95299, O75489, Q60HE3, Q9CQ54, P28331, O95167, Q91YT0	672	116	68124	6.991379310344827	0.06879228342221422	0.005921806186656164	0.22747934011170257
GOTERM_BP_DIRECT	GO:0006105~succinate metabolic process	5	0.6934812760055479	1.629067234695334E-4	Q7ZVF3, P53597, Q96I99, Q8BWF0, Q9WUM5	647	29	67534	17.996589031604753	0.3131871956566662	0.013818214086117053	0.28436212293871943
UP_SEQ_FEATURE	binding site:NADP	8	1.1095700416088765	1.7853560489676284E-4	Q9XSG3, O95479, O88844, P41562, Q8BMF3, Q99L27, Q8CG45, P11586	635	123	67159	6.878842583701427	0.2538469452604748	0.011644651381493953	0.2994221257294982
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	7	0.9708737864077669	1.8405282555166986E-4	P51145, Q62928, O88583, P11884, P01027, P01024, O15524	647	86	67534	8.496064124222709	0.34588027524233456	0.015045133784358122	0.32121778792978395
KEGG_PATHWAY	hsa01200:Carbon metabolism	7	0.9708737864077669	2.13961062240173E-4	O95479, P00367, P05166, P53597, Q96I99, P36957, P19367	377	68	29944	8.1763145576533	0.17869869456220244	0.009794975596775446	0.3339356943223293
INTERPRO	IPR009062:Smac/DIABLO-like	3	0.4160887656033287	2.5184198774631897E-4	Q5RBH2, Q9JIQ3, Q9NR28	703	3	76330	108.57752489331438	0.30068966231435	0.016125866080042073	0.41485968095853476
INTERPRO	IPR015142:Smac/DIABLO protein	3	0.4160887656033287	2.5184198774631897E-4	Q5RBH2, Q9JIQ3, Q9NR28	703	3	76330	108.57752489331438	0.30068966231435	0.016125866080042073	0.41485968095853476
GOTERM_BP_DIRECT	GO:0007568~aging	13	1.8030513176144243	2.584260018117858E-4	P51145, P01015, P05153, Q9ULJ8, O88583, P02786, P05089, P29279, P35558, Q9JK11, P56384, P05107, P26644	647	367	67534	3.6973918609890966	0.44899278492059125	0.02034222595325197	0.45074123981201364
UP_SEQ_FEATURE	chain:C4a anaphylatoxin	3	0.4160887656033287	2.6526439660235694E-4	P01030, P08649, P0C0L4	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
UP_SEQ_FEATURE	chain:Arginase-1	3	0.4160887656033287	2.6526439660235694E-4	P05089, Q95JC8, P30759	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
UP_SEQ_FEATURE	chain:Complement factor H	3	0.4160887656033287	2.6526439660235694E-4	P08603, Q28085, P06909	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
UP_SEQ_FEATURE	chain:Propionyl-CoA carboxylase beta chain, mitochondrial	3	0.4160887656033287	2.6526439660235694E-4	Q99MN9, P05166, Q2TBR0	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
UP_SEQ_FEATURE	chain:Diablo homolog, mitochondrial	3	0.4160887656033287	2.6526439660235694E-4	Q5RBH2, Q9JIQ3, Q9NR28	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
UP_SEQ_FEATURE	chain:Complement C4 gamma chain	3	0.4160887656033287	2.6526439660235694E-4	P01030, P08649, P0C0L4	635	3	67159	105.76220472440944	0.35279443849580383	0.016595041230289986	0.44457054352832204
GOTERM_BP_DIRECT	GO:0006536~glutamate metabolic process	6	0.8321775312066574	2.790195598283916E-4	P17735, P05153, P49914, P00504, Q8BWF0, P00508	647	60	67534	10.438021638330756	0.4745545421025724	0.021221874712516353	0.4865775705670039
GOTERM_BP_DIRECT	GO:0055088~lipid homeostasis	8	1.1095700416088765	2.8469945135201774E-4	Q60759, Q2KHZ9, P15650, Q9DBS4, Q9R182, P13804, P35576, Q15067	647	131	67534	6.374364359285958	0.48139377763767943	0.020958239313715987	0.4964594180491777
GOTERM_CC_DIRECT	GO:0005753~mitochondrial proton-transporting ATP synthase complex	6	0.8321775312066574	2.947989732439111E-4	Q03265, P15999, Q5RFH9, P56382, P21571, Q06647	672	59	68124	10.309322033898304	0.12244460612053343	0.00999701724817914	0.41648525075467235
GOTERM_MF_DIRECT	GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	6	0.8321775312066574	3.0708737302065315E-4	Q60759, Q2KHZ9, P15650, Q9DBS4, P13804, Q15067	625	62	66065	10.22941935483871	0.24846321079522937	0.03123889502505317	0.4796203226339446
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	6	0.8321775312066574	3.0708737302065315E-4	P01031, O70460, Q16627, A9QWP9, P78556, O89093	625	62	66065	10.22941935483871	0.24846321079522937	0.03123889502505317	0.4796203226339446
INTERPRO	IPR007593:Interferon-induced transmembrane protein	4	0.5547850208044383	3.245389885006988E-4	Q9CQW9, A4IFJ1, Q01628, A6NNB3	703	15	76330	28.954006638217166	0.36929696991194816	0.01984054071708663	0.5343125065193521
GOTERM_MF_DIRECT	GO:0005542~folic acid binding	5	0.6934812760055479	3.2712423076178363E-4	Q9UL12, P49914, P35846, Q99LB7, Q9YH58	625	35	66065	15.10057142857143	0.26234224254875815	0.02996927286094353	0.5108396646900659
GOTERM_BP_DIRECT	GO:0002376~immune system process	12	1.6643550624133148	3.8024945455594365E-4	Q9CQW9, Q3LRP1, P04186, Q3MHZ8, Q9I8N6, P26151, P01027, Q60754, P18468, Q8R4L0, P06909, A5HAK0	647	329	67534	3.807181144679911	0.5839800222112239	0.027034774972232944	0.6625582218337533
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	5	0.6934812760055479	3.9466382285159373E-4	P01031, P62314, P01024, P0C0L4, P06681	377	28	29944	14.183402804092461	0.3045265103183845	0.017144773523080747	0.6151507939529899
KEGG_PATHWAY	bta00310:Lysine degradation	4	0.5547850208044383	3.972144737466555E-4	P11179, Q2KHZ9, Q2KJC9, A8E657	377	12	29944	26.475685234305924	0.3061572391785934	0.016476834198349666	0.6191148730087526
INTERPRO	IPR014715:Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2	6	0.8321775312066574	4.192711306062511E-4	P02679, Q29RY7, Q9R182, P12799, Q86XS5, P17634	703	68	76330	9.58036984352774	0.4487075509119246	0.024506787667240126	0.6897706228289446
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	11	1.5256588072122053	4.2712186922325775E-4	P01031, Q07014, Q1WLP9, O08565, A9QWP9, P55160, P78556, Q99969, Q96FZ5, O89093, P97468	647	281	67534	4.086058292584994	0.626618067575961	0.02941193093404426	0.743943015628501
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	10	1.3869625520110958	4.2924185923015574E-4	P51145, O88583, Q6DV79, P11884, P29279, P01027, P01024, Q02445, P46527, O15524	647	231	67534	4.518624085857471	0.6284397422630663	0.028699076558665992	0.747622477937604
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	22	3.0513176144244105	4.521671193342141E-4	O88583, Q9PU85, Q9DA39, P55160, O95847, Q3SZZ2, Q3SZY7, P26794, Q95LJ0, Q9R012, Q9H4B4, P06731, P18757, Q9Z1P3, P04233, Q6DV79, Q90X67, P11884, Q99MQ3, Q91WT9, O46427, P46527	647	956	67534	2.4020551887372035	0.6475805470130949	0.029358504981876865	0.7874034287490117
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	37	5.131761442441054	4.5950355164506166E-4	Q2TBK2, Q569Z6, Q9EQ20, Q8C854, Q5R5B6, O46629, P53597, P17480, Q5NVR2, Q9WUM5, Q6B4U9, P00508, O95478, Q5T653, P23950, Q03265, Q58CX2, P52293, Q9JK11, Q8CAQ8, Q99N96, P02786, P17431, Q8CGC6, Q7ZU92, P49312, P15999, P13731, Q5RC80, P62937, Q58DQ5, P50395, P62314, Q90705, Q05519, Q63514, Q9Y4B5	625	2084	66065	1.8767024952015356	0.34782119564940583	0.03811258268826734	0.7168690587933346
GOTERM_BP_DIRECT	GO:0019835~cytolysis	6	0.8321775312066574	4.670550221758019E-4	Q9W719, P01031, P11941, Q29RU4, P14222, Q15546	647	67	67534	9.347482064176798	0.6594796790212922	0.029481153945018268	0.8132295414417512
KEGG_PATHWAY	bta05016:Huntington's disease	7	0.9708737864077669	4.8410103879804227E-4	P34943, P00125, P31800, P00428, P27925, P23004, Q32PE0	377	79	29944	7.037840378739549	0.359483753901113	0.019182361468920384	0.7540607619205719
UP_KEYWORDS	Blood coagulation	8	1.1095700416088765	4.99130771390911E-4	Q07968, P02679, P26824, P12799, P25116, P05160, Q02445, P17634	719	153	79990	5.81708436735844	0.20001888212019936	0.00888696159754121	0.705117383857301
UP_KEYWORDS	Hemostasis	8	1.1095700416088765	4.99130771390911E-4	Q07968, P02679, P26824, P12799, P25116, P05160, Q02445, P17634	719	153	79990	5.81708436735844	0.20001888212019936	0.00888696159754121	0.705117383857301
UP_SEQ_FEATURE	chain:Complement C2b fragment	3	0.4160887656033287	5.272029217998796E-4	Q3SYW2, P04186, P06681	635	4	67159	79.32165354330708	0.5788814043476137	0.03152357692851104	0.8817426348974977
UP_SEQ_FEATURE	chain:Complement C2a fragment	3	0.4160887656033287	5.272029217998796E-4	Q3SYW2, P04186, P06681	635	4	67159	79.32165354330708	0.5788814043476137	0.03152357692851104	0.8817426348974977
UP_SEQ_FEATURE	chain:Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	3	0.4160887656033287	5.272029217998796E-4	P05153, Q9Z2V4, P35558	635	4	67159	79.32165354330708	0.5788814043476137	0.03152357692851104	0.8817426348974977
UP_SEQ_FEATURE	chain:Complement C2	3	0.4160887656033287	5.272029217998796E-4	Q3SYW2, P04186, P06681	635	4	67159	79.32165354330708	0.5788814043476137	0.03152357692851104	0.8817426348974977
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	14	1.9417475728155338	5.330549009050123E-4	P41562, P53690, A4QVH4, P14650, Q88W33, Q9XSG3, P17735, O88844, Q7ZV14, Q60HE3, Q99MQ3, Q5ZJF4, Q5R811, P28075	647	456	67534	3.20465576615418	0.7075765453492701	0.03268505561445534	0.9276435200340494
GOTERM_BP_DIRECT	GO:0046327~glycerol biosynthetic process from pyruvate	3	0.4160887656033287	5.412120949911354E-4	P05153, Q9Z2V4, P35558	647	4	67534	78.28516228748067	0.713028662858316	0.03231815615264266	0.9417757673088722
INTERPRO	IPR020855:Ureohydrolase, manganese-binding site	4	0.5547850208044383	5.701895372714946E-4	P05089, Q95JC8, Q90XD2, P30759	703	18	76330	24.12833886518097	0.5550974738396849	0.03187687304397102	0.9369606064372205
KEGG_PATHWAY	mmu05150:Staphylococcus aureus infection	5	0.6934812760055479	5.88772273162492E-4	P04186, P26151, P01027, P18468, P06909	377	31	29944	12.81081543595448	0.41831721000621935	0.022323314075120115	0.9164007331078472
BIOCARTA	h_compPathway:Complement Pathway	5	0.6934812760055479	5.892068057530104E-4	P01031, P00751, P01024, P0C0L4, P06681	51	15	1788	11.686274509803921	0.04605612118650726	0.04605612118650726	0.6246210935649144
UP_SEQ_FEATURE	domain:SH2	10	1.3869625520110958	6.12867681436913E-4	O43639, Q07014, O88583, Q6DV79, Q9H788, Q68CZ2, Q90X67, Q7ZXK3, Q8R4L0, O15524	635	246	67159	4.299276614813392	0.6341058229120224	0.03527051178732854	1.0243238192828685
KEGG_PATHWAY	gga00330:Arginine and proline metabolism	4	0.5547850208044383	6.450559508789628E-4	P00504, Q8AXL1, Q90XD2, P00508	377	14	29944	22.693444486547936	0.4476884345994473	0.023466007256932153	1.0035911732288127
KEGG_PATHWAY	gga01130:Biosynthesis of antibiotics	5	0.6934812760055479	7.507150108663485E-4	P05153, P21265, Q5ZLN1, P00504, P00508	377	33	29944	12.034402379229967	0.49888375727763545	0.026223762952059748	1.1670763207462076
SMART	SM00186:FBG	6	0.8321775312066574	7.536931599387952E-4	P02679, Q29RY7, Q9R182, P12799, Q86XS5, P17634	355	68	33701	8.376387738193868	0.18295893668119168	0.024941920007736318	0.9853098892700585
GOTERM_BP_DIRECT	GO:0016477~cell migration	14	1.9417475728155338	7.602662660786379E-4	Q6J9G1, F1LRS8, O43639, Q07014, P53690, O08565, Q68CZ2, Q9JLQ0, P25054, P29279, Q76B49, P97583, Q99J59, Q96N96	647	474	67534	3.0829599775660466	0.8268922051799781	0.04397410224119802	1.3205746185657286
INTERPRO	IPR014716:Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1	6	0.8321775312066574	7.875602362949532E-4	P02679, Q29RY7, Q9R182, P12799, Q86XS5, P17634	703	78	76330	8.352117299485721	0.6733206418272738	0.0421172048261238	1.2919775118900523
INTERPRO	IPR007635:Tis11B-like protein, N-terminal	3	0.4160887656033287	8.292512757008842E-4	P23950, Q7ZXW9, P17431	703	5	76330	65.14651493598862	0.6921138842764712	0.04269244718250087	1.3599319275420685
GOTERM_MF_DIRECT	GO:0031406~carboxylic acid binding	4	0.5547850208044383	8.480712594755461E-4	P05153, Q9Z2V4, P35558, Q8BWF0	625	20	66065	21.1408	0.5457197134037566	0.06363826518027493	1.3193144925564781
UP_SEQ_FEATURE	chain:Isocitrate dehydrogenase [NADP] cytoplasmic	3	0.4160887656033287	8.731674617242413E-4	Q9XSG3, O88844, P41562	635	5	67159	63.45732283464567	0.7613172911163144	0.048200329138839426	1.4563864616100597
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	10	1.3869625520110958	9.420206626059182E-4	P01031, P12387, Q7Z4H4, Q9R182, Q29RU4, P01027, O46427, Q2UVX4, P01024, P05107	647	258	67534	4.045744821058433	0.8862012187094239	0.052883417946723466	1.6338358614233162
KEGG_PATHWAY	bta04932:Non-alcoholic fatty liver disease (NAFLD)	6	0.8321775312066574	9.423267339470653E-4	P34943, P00125, P31800, P00428, Q3SZZ2, P23004	377	60	29944	7.942705570291777	0.5799364722819156	0.03161355273055366	1.462910601223888
INTERPRO	IPR007110:Immunoglobulin-like domain	23	3.19001386962552	9.886504012923535E-4	B9A064, P01882, P55067, Q01151, Q924C5, Q6P1C6, P26151, P15814, Q28072, Q5R412, P18468, Q95460, D3YXG0, Q09101, P06731, P01836, Q9EP73, O42197, Q9I8N6, P40259, Q2WEN9, O19477, Q63198	703	1133	76330	2.20413333852271	0.7545293774366862	0.04892608888498329	1.6193399219861626
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	10	1.3869625520110958	9.944707304421487E-4	Q07968, P02679, P26824, P01027, P01024, P25116, P05160, Q02445, Q61827, P26644	647	260	67534	4.0146237070502915	0.89917717855089	0.054423746258563055	1.7240612632221874
GOTERM_BP_DIRECT	GO:0006475~internal protein amino acid acetylation	4	0.5547850208044383	0.0010190188806202987	P05153, Q9Z2V4, P35558, Q5NVR2	647	21	67534	19.88194597777287	0.9047314589566596	0.054439603362222866	1.7662625537844479
GOTERM_MF_DIRECT	GO:0000062~fatty-acyl-CoA binding	7	0.9708737864077669	0.0010201379078182925	Q60759, Q4V8X4, Q2KHZ9, P15650, Q9DBS4, P13804, Q15067	625	120	66065	6.166066666666667	0.6129542982158267	0.07041436528103073	1.5849963682758372
UP_SEQ_FEATURE	domain:VWFA	8	1.1095700416088765	0.0010402684174864191	Q3SYW2, P00751, P04186, P81187, Q864W0, Q62469, P05107, P06681	635	165	67159	5.127864471486519	0.8185777679101032	0.055309205244858384	1.732816064001319
GOTERM_BP_DIRECT	GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process	8	1.1095700416088765	0.0010474047861981704	Q5RBH2, Q9JIQ3, P26824, Q9NR28, O46427, Q9JM53, P25116, P46527	647	163	67534	5.122955405315709	0.9107738594993013	0.05464954031345315	1.815040117521305
GOTERM_MF_DIRECT	GO:0003823~antigen binding	7	0.9708737864077669	0.001064923105553421	P01836, B9A064, P01882, P98093, P15814, O19477, Q95460	625	121	66065	6.115107438016529	0.6287598797404608	0.06833224544284666	1.6540376627660947
GOTERM_BP_DIRECT	GO:0015986~ATP synthesis coupled proton transport	8	1.1095700416088765	0.0010854520635574863	Q03265, P15999, Q5RFH9, P56382, Q35920, P56384, P21571, Q06647	647	164	67534	5.091717872356466	0.9182763556232892	0.05532889829641674	1.8803837038803062
GOTERM_BP_DIRECT	GO:0009060~aerobic respiration	7	0.9708737864077669	0.0010886221271414562	Q9I426, P31800, Q15070, Q9CZ13, P23004, A5PL98, Q91YT0	647	120	67534	6.088845955692942	0.9188722361755901	0.054287079812861294	1.88582621969422
GOTERM_BP_DIRECT	GO:0006120~mitochondrial electron transport, NADH to ubiquinone	6	0.8321775312066574	0.0011106440048257455	O95299, O75489, Q9CQ54, P28331, O95167, P09623	647	81	67534	7.731867880245005	0.9228935534679795	0.05418473437227023	1.9236265704877908
GOTERM_MF_DIRECT	GO:0004450~isocitrate dehydrogenase (NADP+) activity	4	0.5547850208044383	0.0011296743678512688	Q9XSG3, O88844, D4GU92, P41562	625	22	66065	19.21890909090909	0.6504787876513186	0.06768021082388487	1.7537786726327775
INTERPRO	IPR018114:Peptidase S1, trypsin family, active site	9	1.248266296809986	0.0011364142367003443	Q3SYW2, P00751, O15393, P04186, P19637, P81187, Q864W0, Q8SQ74, P06681	703	222	76330	4.40179154972896	0.8010348970846944	0.05415517184886509	1.859239978965177
KEGG_PATHWAY	hsa05133:Pertussis	5	0.6934812760055479	0.0011647723011465115	P01031, P01024, P05107, P0C0L4, P06681	377	37	29944	10.733385905799699	0.6577504335442896	0.03756947358181084	1.8053103287543615
INTERPRO	IPR023696:Ureohydrolase domain	4	0.5547850208044383	0.0011959087131430156	P05089, Q95JC8, Q90XD2, P30759	703	23	76330	18.883047807532932	0.8171714815866005	0.05506602417099071	1.9556761968190561
INTERPRO	IPR006035:Ureohydrolase	4	0.5547850208044383	0.0011959087131430156	P05089, Q95JC8, Q90XD2, P30759	703	23	76330	18.883047807532932	0.8171714815866005	0.05506602417099071	1.9556761968190561
UP_SEQ_FEATURE	region of interest:Extended SH2 subdomain (ESS)	3	0.4160887656033287	0.0013015532080189933	O88583, Q90X67, O15524	635	6	67159	52.88110236220472	0.8818662215587993	0.06658111416487755	2.163589672385491
UP_SEQ_FEATURE	region of interest:Kinase inhibitory region (KIR)	3	0.4160887656033287	0.0013015532080189933	O88583, Q90X67, O15524	635	6	67159	52.88110236220472	0.8818662215587993	0.06658111416487755	2.163589672385491
UP_SEQ_FEATURE	short sequence motif:IAP-binding	3	0.4160887656033287	0.0013015532080189933	Q5RBH2, Q9JIQ3, Q9NR28	635	6	67159	52.88110236220472	0.8818662215587993	0.06658111416487755	2.163589672385491
GOTERM_BP_DIRECT	GO:0030890~positive regulation of B cell proliferation	6	0.8321775312066574	0.0013072859955111835	P04233, Q3LRP1, P01882, P02786, Q8CIS0, P55160	647	84	67534	7.455729741664826	0.9510312871373179	0.06216609489344027	2.2605525971733487
GOTERM_BP_DIRECT	GO:0019343~cysteine biosynthetic process via cystathionine	4	0.5547850208044383	0.0013377624880585005	P35520, P18757, Q91WT9, P32929	647	23	67534	18.153081110140448	0.9543588500463106	0.062287017676533996	2.312673192270853
